ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet NLP,Mentions Aquinos / Liberal Party,Mentions Aquinos / Liberal Party Negatively,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Retweets + Quote Tweets,Views,Rating,Reasoning,Remarks
57-140,3/30/23 23:23:01,https://twitter.com/chicotibalas/status/1428944357919363073,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo wala,@chicotibalas,Chico Tibalas,,Anonymous,11/17,70,42,,@gabbynglagim Really? Natalo ang gobyerno sa kaso nila sa marcos dahil wala silang patunay na ninakaw ni marcos ang pera ng bayan.. Kaya panalo ang mga marcoses sa case na yan .,Really? The government lost their case against Marcos because they could not prove that Marcos stole money from the country's coffers.. Hence the Marcoses are the winners in that case.,Really The government lost their case against Marcos because they could not prove that Marcos stole money from the country's coffers Hence the Marcoses are the winners in that case,0,0,"Text,Reply",21/08/21 04:57,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-141,3/30/23 23:23:01,https://twitter.com/hotmanila/status/1457323689062453253,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss all,@hotmanila,alan c. robles @hotmanila@mastodon.online,"full-time journalist, essayist, humor columnist, book editor, lectured 12 years in Berlin on digital media, somewhat acerbic. Mordant Cassandra.",Identified,04/07,294,10902,hot Manila,"In 2010, when Totoy Marcos was running for senator, he said ""there are no human rights cases against any Marcos"" adding ""I don't know what human rights cases they're talking about."" He claimed all cases filed against the Marcoses had been ""dismissed"" because there was no proof. https://t.co/GQ35nHlHFG","In 2010, when Totoy Marcos was running for senator, he said ""there are no human rights cases against any Marcos"" adding ""I don't know what human rights cases they're talking about."" He claimed all cases filed against the Marcoses had been ""dismissed"" because there was no proof.",In 2010 when Totoy Marcos was running for senator he said there are no human rights cases against any Marcos adding I don't know what human rights cases they're talking about He claimed all cases filed against the Marcoses had been dismissed because there was no proof,0,0,"Text, Image",07/11/21 12:26,,Rational,5,0,1,0,1,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-142,3/30/23 23:23:01,https://twitter.com/Dwyreson_Moy/status/1447695914198462467,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss all,@Dwyreson_Moy,NOPE,21 l,Identified,07/20,651,923,Calamba,"@Stewart___O Hi, I’m not Marcos Loyalist but I did a fact check since I am very curious, there are many cases were filed by Aquinos to Marcoses that is mostly about ill-gotten wealth. Both Ph and US sila kinasuhan but all were dismissed pala because all of it po pala is accusation lang.","Hi, I’m not Marcos Loyalist but I did a fact check since I am very curious, there are many cases were filed by Aquinos to Marcoses that is mostly about ill-gotten wealth. They were charged in Both Ph and US but all were dismissed because all of it were just merely accusations.",Hi I’m not Marcos Loyalist but I did a fact check since I am very curious there are many cases were filed by Aquinos to Marcoses that is mostly about ill-gotten wealth They were charged in Both PH and US but all were dismissed because all of it were just merely accusations,1,0,"Text,Reply",11/10/21 22:49,,Rational,2,5,0,5,5,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-143,3/30/23 23:23:01,https://twitter.com/lightbringer620/status/1207194773515165696,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss all,@lightbringer620,Light,Rise from the ashes,Anonymous,07/09,1153,127,Cebu,@_rainpetal Its obvious u have a hate boner for marcos all the cases against the marcoses have been dismissed even the international court dismissed the cases because of lack of evidence imagine they can't provide solid evidence even after 2 aquinos became presidents.,Its obvious u have a hate boner for marcos all the cases against the marcoses have been dismissed even the international court dismissed the cases because of lack of evidence imagine they can't provide solid evidence even after 2 aquinos became presidents.,Its obvious u have a hate boner for marcos all the cases against the marcoses have been dismissed even the international court dismissed the cases because of lack of evidence imagine they can't provide solid evidence even after 2 Aquinos became presidents,1,0,"Text,Reply",18/12/19 07:03,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",NSFW tweet history
57-144,3/30/23 23:23:01,https://twitter.com/ZheyPhiOrianez/status/1014391065334329344,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss all,@ZheyPhiOrianez,ZheyPhi,"Law abiding citizen. Law advocate.
Dreams to be a Lawyer someday.
Vox Populi, Vox Dei!",Identified,12/12,666,101,National Capital Region,"@News5AKSYON You also slandered the dead! All cases against the Marcoses were dismissed, but still you insists that President Marcos is not a hero and not fit to be buried in Libingan Ng Mga Bayani. Manalamin ka nga!","You also slandered the dead! All cases against the Marcoses were dismissed, but still you insists that President Marcos is not a hero and not fit to be buried in the ""Libingan Ng Mga Bayani"". Reflect on yourself!",You also slandered the dead All cases against the Marcoses were dismissed but still you insists that President Marcos is not a hero and not fit to be buried in the Cemetery of Heroes Reflect on yourself,0,0,"Text,Reply",04/07/18 06:10,,Emotional,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-145,3/30/23 23:23:01,https://twitter.com/che_mendioro/status/1054772712281845760,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss not,@che_mendioro,Che Oclarit Mendioro,▪️Filipino Opinion Maker ▪️Political Lover ▪️Real Human ▪️Not a Troll 😋,Identified,06/11,431,339,"Manila City, National Capital","@yogeemann @lilyparks23 @edluscoph @vicegandako So where is your basis there? You only mentioned you that ""Youve attended"" martial law forums. Where is the connection there to accused Marcos being a ""Thief""? Are you not aware that COURTS including SUPREME COURTS already DISMISSED the cases against the Marcoses?","So where is your basis there? You only mentioned you that ""Youve attended"" martial law forums. Where is the connection there to accused Marcos being a ""Thief""? Are you not aware that COURTS including SUPREME COURTS already DISMISSED the cases against the Marcoses?",So where is your basis there You only mentioned you that You've attended martial law forums Where is the connection there to accused Marcos being a Thief Are you not aware that COURTS including SUPREME COURTS already DISMISSED the cases against the Marcoses,0,0,"Text,Reply",23/10/18 16:33,,Emotional,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-146,3/30/23 23:23:01,https://twitter.com/pinoypo17/status/1009629588262014976,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss not,@pinoypo17,pinoyako17,night owl,Anonymous,08/11,72,40,Republic of the Philippines,"@PhilippineStar @philippinestock For more than 32 years, 2 Aquinos in power... the marcos wealth case has never been proven to be ill gotten... if it is dismissed.. it is the prosecutions fault for not providing hard evidence against the Marcos family","For more than 32 years, 2 Aquinos in power... the marcos wealth case has never been proven to be ill gotten... if it is dismissed.. it is the prosecutions fault for not providing hard evidence against the Marcos family",For more than 32 years 2 Aquinos in power the marcos wealth case has never been proven to be ill gotten if it is dismissed it is the prosecutions fault for not providing hard evidence against the Marcos family,1,0,"Text,Reply",21/06/18 02:50,,Rational,0,0,0,0,0,,,"The Marcos family has already been proven guilty of amassing ill-gotten wealth in several cases.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-147,3/30/23 23:23:01,https://twitter.com/omanest23/status/1474773528448671745,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso dismiss lahat,@omanest23,NORMAN ESTRADA,,Identified,12/21,68,1,,@isabelmerana Human rights pagnanakaw? Nsan po kaso may naisampa ba? Lahat po na dismissed. Matalino npo ang mga pilipino ngaun sa tinagal tagal ng mga binabato sa pamilya Marcos wla po nangyare. That's what the majority of the fililinos witnessed through the years. Merry Christmas😅😉,"Human rights theft? Where has a case been filed? All cases were dismissed. The Filipinos are already smart. For a long time, the people were throwing stones at the Marcos family but nothing happened. That's what the majority of Filipinos witnessed through the years. Merry Christmas",Human rights theft Where has a case been filed All cases were dismissed The Filipinos are already smart For a long time the people were throwing stones at the Marcos family but nothing happened That's what the majority of Filipinos witnessed through the years Merry Christmas,0,0,"Text, Reply",25/12/21 16:06,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-148,3/30/23 23:23:01,https://twitter.com/jo_rve/status/1515381809172738052,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case drop all,@jo_rve,Sa likod,"🇵🇭 🇻🇳 🇲🇲 🇮🇩 🇰🇭 🇱🇦 🇸🇬 🇲🇾 🇹🇭 United ASEAN.

religion is for silly and taking advantage of people's well being",Identified,03/21,606,31,🌎,@Matalasdavid @manilabulletin Do you know how to research? All of it are allegations and cases were drop lack of evidence. Marcos and Imelda were already super rich even before they were in office. Its what USA and the Aquinos did to re write history that Marcos Families are criminals. yet many loves them,Do you know how to research? All of it are allegations and cases were drop lack of evidence. Marcos and Imelda were already super rich even before they were in office. Its what USA and the Aquinos did to re write history that Marcos Families are criminals. yet many loves them,Do you know how to research All of it are allegations and cases were drop lack of evidence Marcos and Imelda were already super rich even before they were in office Its what USA and the Aquinos did to re write history that Marcos Families are criminals yet many loves them,1,1,"Text, Reply",16/04/22 17:29,,Rational,0,2,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-149,3/30/23 23:23:01,https://twitter.com/JadeBoltiad0r/status/932160132229693440,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won all,@JadeBoltiad0r,Jade Boltiador,Don't die before your death😜,Identified,03/17,68,9,,"@patti_parada @aikarobredo Never heard of any cases against them has ever won, LP na ang nasa government nyan ha after Marcos pero until now paratang lang, sa galing manlinlang ng LP hanggang dun nalang. And idiot talaga sya? Mukhang ikaw mas idiot, brainwashed with fake news, all hearsay. Research din.","Never heard of any cases against them has ever won, The LP was already in government after Marcos but until now it's only allegations, despite how good the LP is at deception it has only reached that point. And is he really an idiot? Looks like you're the bigger idiot, brainwashed with fake news, all hearsay. Do your research as well.",Never heard of any cases against them has ever won The LP was already in government after Marcos but until now it's only allegations despite how good the LP is at deception it has only reached that point And is he really an idiot Looks like you're the bigger idiot brainwashed with fake news all hearsay Do your research as well,1,1,"Text, Reply",19/11/17 08:14,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-150,3/30/23 23:23:01,https://twitter.com/pinky1618/status/765208360257982464,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won all,@pinky1618,zett n c,,Identified,03/16,23,3,"Kincardine, Ontario","@atomaraullo how many years we suffer with the Aquino administration?destroy Marcoses? Yet,Marcos Won all cases Frm internationa court🇵🇭🇵🇭🇵🇭","how many years we suffer with the Aquino administration? destroy Marcoses? Yet,Marcos Won all cases from international court",how many years we suffer with the Aquino administration destroy Marcoses Yet Marcos Won all cases from international court,1,1,"Text, Reply",15/08/16 15:27,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-151,3/30/23 23:23:01,https://twitter.com/kulafulafu/status/932593934013931520,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won wala,@kulafulafu,PaPaDutz,bawal ang tanga,Troll,02/17,62,16,"San Narciso, Central Luzon",@patti_parada @wilbert_pogs @aikarobredo Where is the proof? Do you have proof? The marcos have proof and won the 998 cases at USA so where is the proof? Diba wala ka mapakita sa bintang mo? Mas magaling kaba sa mga judges ng US? Imposible eh BOBO ka.,"Where is the proof? Do you have proof? The marcos have proof and won the 998 cases at USA so where is the proof? Don't you have nothing to show for your accusations? Are you better than the judges in the US? It's impossible, you're STUPID.",Where is the proof Do you have proof The marcos have proof and won the 998 cases at USA so where is the proof Don't you have nothing to show for your accusations Are you better than the judges in the US It's impossible you're STUPID,0,0,"Text, Reply",20/11/17 12:58,,Emotional,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-152,3/30/23 23:23:01,https://twitter.com/palengkero1/status/1517027876914163717,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss lahat,@palengkero1,delivery boy,"i argue a lot, but my views are my own!",Anonymous,05/21,141,99,,"Kapag sinabing ""ninakaw"", may ninakawan!Sino ba ninakawan, kung wala namang nawala sa kaban ng bayan?So, dapat patunayan nyo yan, na ""magnanakaw' ka nyo sya!Ay, teka,900+ cases nga pala, dismissed ba lahat?Yung kay Mrs Marcos ay graft dahil sa foundations na ginawa sa Switzerland","If they say ""robbery"", there was someone robbed. Who was robbed, if nothing was lost from the national treasury? So, you have to prove, that that was your ""robber"". Oh wait, out of 900+ cases, all of them were dismissed? The case of Mrs Marcos was graft because of all of the foundations she made in Switzerland",If they say robbery there was someone robbed Who was robbed if nothing was lost from the national treasury So you have to prove that that was your robber Oh wait out of 900+ cases all of them were dismissed The case of Mrs Marcos was graft because of all of the foundations she made in Switzerland,0,0,Text,21/04/22 06:30,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-153,3/30/23 23:23:01,https://twitter.com/benzkie0514/status/1506745948801744908,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss lahat,@benzkie0514,uniteam ✌️✌️✌️✌️,,Identified,11/20,166,117,,@chielsWright @iamwhatiam300 Asan ebidensya niyo n mgnanakaw mga Marcos.. s 900 case n kinaso s knila s US ni walang matibay m evidence nag napakita nila kaya lahat ng kaso dismissed ahhahah..,"Where is the evidence that Marcos is a thief? 900 case were filed against them in the US that had no strong evidence which is why all the cases were dismissed, ahahah.",Where is the evidence that Marcos is a thief 900 case were filed against them in the US that had no strong evidence which is why all the cases were dismissed ahahah,0,0,"Text, Reply",23/03/22 21:33,,Emotional,0,2,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-154,3/30/23 23:23:01,https://twitter.com/LiamKyle02/status/1460825368529489924,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss all,@LiamKyle02,IAmKylie,,Identified,06/15,153,106,"Calabarzon, Republic of the Ph","@Bonifacio1896 @milarcuevas @Joseph_Morong @gmanews Anong ninakaw ni BongBong? All cases against Marcos were all dismissed! Plus, he is not his father!","What did BongBong steal? All cases against Marcos were all dismissed! Plus, he is not his father!",What did BongBong steal All cases against Marcos were all dismissed Plus he is not his father,0,0,"Text, Reply",17/11/21 04:21,,Rational,5,7,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-155,3/30/23 23:23:01,https://twitter.com/iamArgentum7/status/1457363476033064965,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss not,@iamArgentum7,Wala Juya,,Identified,11/21,277,208,Tagaytay City,"You are proclaiming to the world that you are educated yet you find it hard to tell the difference between allegations and convictions? 900+ cases, not guilty and dismissed. Tapos ipipilit niyo pa rin na ""magnanakaw?"" 
MARCOS GIHAPON
#BBMFORPRESIDENT2022 
#UnitedForMarcosJr","You are proclaiming to the world that you are educated yet you find it hard to tell the difference between allegations and convictions? 900+ cases, not guilty and dismissed. And then you still call out ""thief""?  MARCOS FOREVER",You are proclaiming to the world that you are educated yet you find it hard to tell the difference between allegations and convictions 900+ cases not guilty and dismissed And then you still call out thief MARCOS FOREVER,0,0,Text,07/11/21 15:05,,Rational,3,0,1,0,1,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-156,3/30/23 23:23:01,https://twitter.com/jollyAnnMJ/status/1473061320211992580,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss wala,@jollyAnnMJ,jelly ann,"everything is happen for a reason,God is Good",Identified,05/21,63,2,"Nagoya-shi Nishi-ku, Aichi","@sanallado @manilabulletin even in international court that case being said was dismiss bCoz of Lack of Evidence.
hear say ka lng nman, Nprove mo ba sa sarili mo na my ninakaw cla? nki2nabang k dn nman s mga pinagawa ng Marcos.alam mo sa sarili mo na wala kang evidence to prove.Court ka?","even in international court that case being said was dismiss because of Lack of Evidence. you're all hearsay, can you prove to yourself that they stole anything? You have already benefited from the works of Marcos. You know in your heart that you have no evidence to prove. Shall I take you to court?",even in international court that case being said was dismiss because of Lack of Evidence you're all hearsay can you prove to yourself that they stole anything You have already benefited from the works of Marcos You know in your heart that you have no evidence to prove Shall I take you to court,0,0,"Text, Reply",20/12/21 22:42,,Rational,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-157,3/30/23 23:23:01,https://twitter.com/vargaz_milka/status/1445818695188504580,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso panalo lahat,@vargaz_milka,Milka Vargaz,I Am Whole,Troll,03/21,275,83,,@janinegutierrez mas mayaman pa ang marcos kesa sa pilipinas kahit bago pa xa.naging pangulo.. walang pera ang pilipinas paano nanakawan tanga! Sila ang ninakawan ng mga ganid na dilawan! Panalo lahat sa korte ang sinampang kaso.. anu pagpapatunay meron ka?? Ang basurang media? 😂😂😂,"The Marcoses were richer than the Philippines even before he became president. The Philippines had no money, what was there to steal, idiot! They were the ones who were robbed by the yellows! All of the filed cases were won in court. what proof do you have?? The garbage media?",The Marcoses were richer than the Philippines even before he became president The Philippines had no money what was there to steal idiot They were the ones who were robbed by the yellows All of the filed cases were won in court what proof do you have The garbage media,1,1,"Text, Reply",06/10/21 18:30,,Emotional,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-158,3/30/23 23:23:01,https://twitter.com/KulayPinoy/status/1445671921631199232,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso panalo lahat,@KulayPinoy,KulayPinoyHindiTisoy,"Pinoy, inhenyero, accountant, master, doctor ng ano, henyo, atbp. 
✌️🇵🇭👊🇵🇭❤️💚
BBM-SARA SUPPORTER 2022
-l am straight as an arrow, don't f*ck with me!",Troll,05/21,1697,1171,Republic of the Philippines,@moonraia @fheramos0778 @ABSCBNNews @natoreyes @jacquemanabat magnanakaw my ass... wala napatunayan sa korte... lahat ng kaso panalo ang Marcos... magresearch ka Inday hindi yung puro katangahan ang alam mo.,"Thief my ass... there was nothing proven in court... in all of the cases the Marcoses won... go and do your research lady, don't fill your head with foolishness.",Thief my ass there was nothing proven in court in all of the cases the Marcoses won go and do your research lady don't fill your head with foolishness,0,0,"Text, Reply",06/10/21 08:47,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-159,3/30/23 23:23:01,https://twitter.com/Kim38370027Kim/status/1448899532213743616,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso panalo not,@Kim38370027Kim,I AM A FILIPINO,"Ito ay para sa BAYAN
Tiktok/ YouTube: Raw footage/ Videos Primary Evidence in the court
FakeNews: Articles written and manipulated, Rappler, Inquire, ABS, PhilS",Troll,09/21,51,23,,@jvcruz143 @Cocomel50426531 @MamaHopia Where the proof? Until now Wala napatunayan. Lagi Dismiss kahit nung trial sa New York Panalo Kaso Ng Marcos. Di mo na naiisip Kung bakit nadefend Nia kahit American na un it's because allegations are not true. Isip isip Rin. 30 yrs na Yan Basura parin,"Where the proof? Until now Nothing was proven. It was always dismissed, even in the trial at New York, the Marcos won their case. Havent you realized why he managed to defend himself even against those Americans? It's because the allegations are not true. Think, man, think. After 30 years, it's still trash.",Where the proof Until now Nothing was proven It was always dismissed even in the trial at New York the Marcos won their case Haven't you realized why he managed to defend himself even against those Americans It's because the allegations are not true Think man think After 30 years it's still trash,0,0,"Text, Reply",15/10/21 06:32,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-160,3/30/23 23:23:01,https://twitter.com/NormaTrinidad19/status/1185808326631792641,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso panalo not,@NormaTrinidad19,Mac Tri Normandy,,Troll,08/18,32,26,,"@SaltEvelynSpy @bongbongmarcos @SenImeeMarcos PANALO MGA MARCOS SA MGA KASO, WALA SILANG NINAKAW, SILA PINAGNAKAW NI CORY AQUINO AT ABNOY AQUINO, NOT GUILTY SI MARCOS.
SAMANTALANG GUILTY YANG SI ROBREDO SA PANDARAYA NYA LAKI NG BAYAD KI CAQUIOA, GUSTONG IDISMISS ANG PROTEST, PERO KINONTRA NG 11 JUDGES IN FAVOR TO BBM!","MARCOSES WON THE CASES, THEY STOLE NOTHING, THEY WERE THE ONES STOLEN FROM BY CORY AQUINO AT ABNOY AQUINO, MARCOS IS  NOT GUILTY. MEANWHILE THAT ROBREDO IS GUILTY FOR CHEATING HUGE PAYMENT TO CAQUIOA, WANTS TO DISMISS THE PROTEST, BUT 11 JUDGES RULED AGAINST HER IN FAVOR TO BBM!",MARCOSES WON THE CASES THEY STOLE NOTHING THEY WERE THE ONES STOLEN FROM BY CORY AQUINO AT ABNOY AQUINO MARCOS IS NOT GUILTY MEANWHILE THAT ROBREDO IS GUILTY FOR CHEATING HUGE PAYMENT TO CAQUIOA WANTS TO DISMISS THE PROTEST BUT 11 JUDGES RULED AGAINST HER IN FAVOR TO BBM,1,1,"Text, Reply",20/10/19 06:41,,Emotional,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-161,3/30/23 23:23:01,https://twitter.com/AsiyaAtasha/status/1556112782617374720,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos kaso panalo wala,@AsiyaAtasha,Atasha & Asiya Tandem,Has 1 dimple,Identified,08/21,4,0,,"@KuyaSaaaaaaaaam @madrid_marivic @KrisAquinoWORLD Wala pa kayong napapatunayan na magnanakaw ang mga Marcos, sa panahon ni Aquino panalo sila. Ilan ang mga kaso na ikinaso kay sa mga Marcoes at sa dami noon maradi din ibinasura dahil walang maipakitang ibedensya. Ngayon sa panahon ng mga Marcoes pero ikaw panay kuda. Delusyon mo","You still have not proven that the Marcoses were thieves, in the time of the Aquinos they were victorious, There have been many cases against the Marcoses and for those many cases they were all junked because no evidence was found. Now it is the time of the Marcoes but you're all talk. It's your delusion.",You still have not proven that the Marcoses were thieves in the time of the Aquinos they were victorious There have been many cases against the Marcoses and for those many cases they were all junked because no evidence was found Now it is the time of the Marcoses but you're all talk It's your delusion,1,0,"Text, Reply",07/08/22 02:59,,Rational,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
